Index,EAN,Internal ID,Stock,Price
998,3223864694704,38,551,355
999,5098536500021,87,196,310
1000,2325003426731,57,665,252
1001,4353895918018,34,575,361
1002,4742633306734,38,355,895
1003,9081916837257,44,257,298
1004,1274320494996,9,61,446
1005,0202979723694,81,555,51
1006,2888445840300,70,72,523
1007,2882696973299,94,862,73
1008,8684753556582,78,856,711
1009,2555702066888,92,677,313
1010,7902845326754,9,791,394
1011,7891735127970,12,796,808
1012,2805431574957,87,540,769
1013,4691249175954,16,104,717
1014,3730785290682,84,506,967
1015,9103276897266,14,722,487
1016,4924349615755,40,556,432
1017,7587212526601,24,336,555
1018,7022397625577,45,398,203
1019,4131134776434,66,503,937
1020,9732723605453,12,273,160
1021,4553387892875,91,341,276
1022,1556101398519,81,139,977
1023,0352308439885,47,581,734
1024,1632414519015,19,649,752
1025,5776354520888,14,329,56
1026,1043604671787,67,392,181
1027,8124079969128,38,816,87
1028,8852590894871,44,562,887
1029,5845733111013,29,406,355
1030,6153846813618,36,12,418
1031,6992768773149,44,869,510
1032,1885840904652,46,636,721
1033,2279448906283,75,824,454
1034,8610460091825,26,463,864
1035,4503867129007,37,307,577
1036,4120218547558,7,622,424
1037,1447149802390,61,732,750
1038,1103038501521,73,963,320
1039,9188788844236,6,524,572
1040,6922431093885,85,993,831
1041,4030016962661,76,442,93
1042,9261327197014,70,84,643
1043,0304843152415,78,529,801
1044,9636636064324,49,984,257
1045,8476748497440,92,162,181
1046,4307642351726,32,730,606
1047,8672018672689,91,109,522
1048,5807671479761,21,622,145
1049,7294862130088,40,765,903
1050,4250508490759,72,623,955
1051,6147197222939,54,50,435
1052,3747601546236,3,964,431
1053,8201186981301,32,786,736
1054,5602462279052,53,357,512
1055,7418191446041,95,793,98
1056,9995333858095,89,560,377
1057,2318163040787,16,674,639
1058,2274277283284,62,488,388
1059,4726032013110,67,166,670
1060,4607279825189,95,75,954
1061,6942890929327,75,775,967
1062,6821585514058,75,482,767
1063,5089854740046,26,405,248
1064,6113489350130,16,362,109
1065,1966540529335,28,54,514
1066,0075389944955,17,909,774
1067,5540079741961,12,761,831
1068,0697850670127,59,3,321
1069,0710671133920,24,307,355
1070,2025906993018,26,282,735
1071,6412153152934,15,101,341
1072,3238931313471,61,374,790
1073,5725977079662,69,294,720
1074,2503294176072,88,789,988
1075,8694241798370,16,775,26
1076,2189339633429,87,879,273
1077,7332671599358,27,329,534
1078,9207571071519,51,790,36
1079,0379539820251,41,951,910
1080,6359995730305,71,333,60
1081,2214719439589,68,199,44
1082,9229114889634,87,329,442
1083,8106278471473,93,333,452
1084,9206083249614,79,903,446
1085,7457008870556,5,428,487
1086,0649206035975,80,251,634
1087,0756034462894,54,112,384
1088,8223546824929,96,663,168
1089,8842746086649,27,257,103
1090,7799395701915,6,160,350
1091,4435175082005,51,494,515
1092,4427400265598,72,339,110
1093,5293594468034,73,153,274
1094,7180611327864,63,142,898
1095,3613967339068,3,553,358
1096,8749630542710,55,664,684
1097,2803957681258,53,723,256
1098,1498472675083,46,834,737
1099,0723311190481,62,411,366
1100,4589352704898,11,516,680
1101,0027500252890,10,281,957
1102,6649914783827,2,34,101
1103,2395323915970,83,643,635
1104,9842803384687,28,195,730
1105,5424701583757,27,458,947
1106,5843782281039,58,397,844
1107,8256379299305,41,141,387
1108,5679423219549,59,165,968
1109,7586947702830,46,271,607
1110,3816573209286,44,272,944
1111,0181649117196,98,639,915
1112,3885634671553,31,239,561
1113,8320371157885,53,420,731
1114,5006666438411,70,793,625
1115,7619045054720,27,635,172
1116,4894770118951,18,821,427
1117,8994727544812,69,631,781
1118,2285846022807,49,94,607
1119,0737905509047,1,592,930
1120,9798471687592,84,666,939
1121,7665583801272,49,359,523
1122,4658063096520,27,313,755
1123,4437694885617,15,480,423
1124,1642806134665,90,945,348
1125,4584111125372,61,858,447
1126,4590973627282,71,687,470
1127,6088284199409,22,362,170
1128,9608923528277,50,747,679
1129,0592890683789,94,532,738
1130,4131886787054,35,984,181
1131,1130937488226,95,378,353
1132,4789407187366,56,370,442
1133,5975160065167,59,434,473
1134,9741829650748,6,776,981
1135,9501336423484,20,962,283
1136,2415160152786,89,818,700
1137,8499481782925,82,650,707
1138,6766919581293,61,667,775
1139,5548625512379,63,924,308
1140,9012490035814,97,359,635
1141,3291744955566,80,636,627
1142,1481677986344,15,868,732
1143,0788030164991,49,224,212
1144,1889718472595,30,987,105
1145,6912057929729,29,769,71
1146,8935268178029,61,546,483
1147,3787026921874,6,812,130
1148,8043817250352,99,347,982
1149,7150260549450,78,525,757
1150,5731507502562,29,367,576
1151,6063557783929,9,381,973
1152,1555914224213,58,934,55
1153,3185086439023,66,743,421
1154,3494703977733,19,565,750
1155,8962809017127,9,398,146
1156,0220276837722,90,35,761
1157,0684355695151,72,74,321
1158,4492287902454,34,218,258
1159,1494691987365,98,530,516
1160,8658278069285,30,670,497
1161,7934746011668,87,832,568
1162,5702360480229,99,349,958
1163,3936309542200,47,548,397
1164,7818562423853,91,481,238
1165,5357209623659,83,73,435
1166,9475692414175,25,890,220
1167,1100233195296,44,63,850
1168,9345221072681,54,984,800
1169,3248812654388,76,219,445
1170,4355171276829,29,558,545
1171,7023259758778,84,49,325
1172,2449373028217,61,114,512
1173,1180009147636,56,471,908
1174,7399171700301,76,460,622
1175,5208241167956,61,274,698
1176,8285392686892,98,199,96
1177,4912992179076,38,546,648
1178,6808393775314,52,789,713
1179,2881563100448,32,202,923
1180,0526138449905,85,66,753
1181,8231065731758,23,556,566
1182,1630598200002,86,769,747
1183,5617657921630,52,899,155
1184,3385874089632,36,967,483
1185,2751054434027,72,373,259
1186,8710891198640,92,369,496
1187,9946968630037,7,709,197
1188,7500079655802,25,683,304
1189,4224091492957,81,836,878
1190,4119774516283,47,566,18
1191,2776114245184,25,713,704
1192,6863105408829,70,674,414
1193,5702054277937,99,205,903
1194,2194818055883,27,317,386
1195,9737723001991,85,557,676
1196,7077595874753,70,177,207
1197,9404529090954,90,332,967
1198,8593930257122,86,920,91
1199,2927280694577,18,557,982
1200,5258228530570,91,36,567
1201,4645374896543,73,59,682
1202,2621476213176,97,383,271
1203,3513093582713,14,450,166
1204,2962796389319,92,602,180
1205,6578183225007,29,704,227
1206,7314976404674,97,466,320
1207,1254894989050,34,853,186
1208,3909689511067,94,194,877
1209,9572983269398,45,354,573
1210,0192806984414,69,473,866
1211,9332424288483,60,226,924
1212,2140259085750,28,940,122
1213,9898844362672,68,729,240
1214,2165493168168,43,536,137
1215,1745805333357,72,65,402
1216,5566673918295,99,215,534
1217,5484287872379,69,307,705
1218,0088468155449,1,882,144
1219,2437135105788,22,699,608
1220,1772827100599,77,70,143
1221,7993392899952,78,384,313
1222,1698889113707,77,610,978
1223,3973479079402,46,162,982
1224,2606968106136,64,735,845
1225,7587587523267,79,262,519
1226,5853047885575,85,614,798
1227,3305085421304,37,667,810
1228,2451758956633,54,587,420
1229,5469752569961,64,832,582
1230,4489500791230,86,308,96
1231,6560348844369,95,295,76
1232,6030812124605,51,75,279
1233,5927257797482,35,619,140
1234,9584096153792,11,412,171
1235,1964809474648,91,787,585
1236,3813993950576,67,3,78
1237,2165091997092,1,695,505
1238,4457962313055,92,827,954
1239,9169638280527,49,481,817
1240,6893249402322,47,213,509
1241,4916190881649,73,297,445
1242,6327184011894,99,228,22
1243,8482154789987,70,746,647
1244,9918210464622,8,840,155
1245,7379115488458,24,854,565
1246,2618905787452,84,69,968
1247,5320357048919,27,961,60
1248,5917856735992,98,776,505
1249,3602173350172,97,158,630
1250,1730145884041,37,534,28
1251,6003656085609,99,124,778
1252,5077883230096,3,205,149
1253,0061735301336,80,934,404
1254,9729186886918,2,132,674
1255,0965687232628,58,169,296
1256,9530967264586,88,255,306
1257,4825808479348,69,902,458
1258,1435843450214,67,299,483
1259,7011634412001,41,681,472
1260,6374050863088,65,920,853
1261,9726881292532,42,690,353
1262,3149665598280,64,557,578
1263,1144888255943,46,561,236
1264,7822862593581,93,923,549
1265,9048266452400,16,323,91
1266,0983385033057,16,326,125
1267,4499489220676,59,239,326
1268,8094663006273,71,835,113
1269,6639488586818,90,73,336
1270,6977565213722,82,74,673
1271,0593515782283,22,627,213
1272,6574087638691,52,682,691
1273,6589179331558,89,116,658
1274,1060869406947,97,512,152
1275,7428444682461,15,874,445
1276,2851039377308,18,329,453
1277,1186747415242,34,549,213
1278,3933649374034,1,217,353
1279,9791027122967,12,321,721
1280,4304405969075,58,778,473
1281,8555108937885,62,610,128
1282,4105569464280,8,944,764
1283,3596020573800,85,437,841
1284,1163331108339,79,640,638
1285,0220430141825,93,463,711
1286,9495147521050,24,338,955
1287,2046554306890,59,961,244
1288,0912050437326,15,113,393
1289,6300959792068,33,972,515
1290,0176862650995,61,252,519
1291,3560468976370,41,221,460
1292,5796356181627,95,322,577
1293,9710261474557,47,439,243
1294,7580842693668,41,648,554
1295,8160581024016,29,20,141
1296,0037830313888,27,583,553
1297,1537695103062,12,437,427
1298,0873236722608,95,242,151
1299,4876087094838,62,477,382
1300,3906128949870,17,36,174
1301,5984892308732,35,542,137
1302,9694810628892,92,287,748
1303,9919138343600,22,685,220
1304,6122358807712,73,586,933
1305,1652260718608,50,820,688
1306,1410947168395,65,511,477
1307,3945814204190,75,580,454
1308,1591112098836,82,547,870
1309,7574025049700,26,796,311
1310,4902388023229,36,266,699
1311,1664696317829,69,493,434
1312,3945439659757,66,228,106
1313,4106538703881,74,194,605
1314,3613307511505,83,540,741
1315,8948297959583,35,312,590
1316,7517046672496,63,572,85
1317,8357151653855,63,641,309
1318,9010022631282,69,8,983
1319,4502835581281,41,477,936
1320,7489580708194,77,430,115
1321,3104856636929,21,78,737
1322,1454506107340,43,326,932
1323,2482893390341,57,433,56
1324,9279556957965,64,612,970
1325,4957574989193,27,727,244
1326,0906200492983,85,370,924
1327,1717588256314,4,767,660
1328,0396339445651,22,283,348
1329,7232473264396,49,842,586
1330,0515470089801,58,192,859
1331,9656883007912,80,176,701
1332,3064741327984,75,884,738
1333,0214812718101,3,437,385
1334,0476886914579,88,400,479
1335,0873681577006,1,855,808
1336,5487398179788,56,95,186
1337,8092305349108,62,628,405
1338,3588721575009,55,182,926
1339,2734561336541,69,811,979
1340,0006118205948,7,315,990
1341,9305442923315,3,918,568
1342,9801004868563,74,363,613
1343,5044552264355,84,159,294
1344,7193948988851,80,921,199
1345,6403394976335,70,264,43
1346,0881039521830,36,567,501
1347,9271587551037,74,152,211
1348,8718147347774,61,785,650
1349,4670283575319,68,634,811
1350,2502586802408,26,162,810
1351,1627564921443,57,950,595
1352,8510000140733,95,137,714
1353,6153790961861,80,322,528
1354,7434404599878,65,64,510
1355,7641629610886,19,622,70
1356,6987864815558,34,908,492
1357,6113449087977,57,251,42
1358,8430901702048,83,19,601
1359,8016863451875,57,627,861
1360,7925122965569,98,269,698
1361,7450923594057,77,894,839
1362,6144283952671,90,237,276
1363,8540465802433,23,87,970
1364,1615776273771,84,419,817
1365,5377025853047,55,242,253
1366,0562141325355,38,103,518
1367,8945633174815,59,61,630
1368,9005315461974,45,371,298
1369,0071950147640,69,831,979
1370,4689366155294,20,728,688
1371,0709050944202,91,42,273
1372,3596189183506,13,985,862
1373,8169675527013,8,695,340
1374,9042061499318,3,987,161
1375,2521638839384,85,925,13
1376,4414363361405,87,482,431
1377,4994731830509,31,141,555
1378,6243936929180,60,299,139
1379,0471255850335,29,9,851
1380,0359369777697,91,741,260
1381,7948955988888,86,753,352
1382,9944003895700,89,301,336
1383,2087270545699,87,396,717
1384,3157050702556,30,432,295
1385,4192655901163,74,578,413
1386,2007579831835,71,751,373
1387,9066413362341,61,718,997
1388,3779373466146,66,939,195
1389,2959206287617,68,222,530
1390,8361378817501,17,380,516
1391,7337143171896,96,827,778
1392,4564721679205,33,787,818
1393,9403055090896,38,985,3
1394,8805876767215,4,236,340
1395,4958538049380,31,87,499
1396,9171115133295,76,763,523
1397,3899220507218,49,913,25
1398,0223717492320,44,886,439
1399,0060974430869,88,25,445
1400,9903613543401,79,20,680
1401,2521222964140,90,709,670
1402,1520019674836,51,551,272
1403,7981575068493,26,582,997
1404,2062561289001,46,155,829
1405,9359820732273,6,996,253
1406,1512756204094,73,411,743
1407,7691760497754,80,928,89
1408,7625202621537,24,204,541
1409,9302102336072,83,782,438
1410,4219908880447,27,120,59
1411,3231093196715,40,660,514
1412,8275835991782,74,552,662
1413,0618014416740,53,870,208
1414,3369578234338,78,463,921
1415,5289818934362,12,652,49
1416,1082031682546,21,836,270
1417,0883639481026,73,632,300
1418,5854830450734,31,621,944
1419,4641547252949,81,347,938
1420,8471569230467,99,699,76
1421,0326809977382,92,79,363
1422,9701790752438,59,999,930
1423,4504576777886,66,226,107
1424,8236407953386,83,584,778
1425,8836290897301,15,429,391
1426,5254818597503,31,750,727
1427,9992326517755,90,825,449
1428,5353660240961,52,209,367
1429,4109790311955,16,119,653
1430,5170998447516,48,737,624
1431,4513655485635,42,516,229
1432,9851692033323,71,740,659
1433,8308664542174,56,725,834
1434,3301323906794,75,290,243
1435,2224156183778,29,409,947
1436,2974442369187,62,120,55
1437,8768754581870,19,136,941
1438,1355887822979,32,172,364
1439,3454010186228,66,357,148
1440,7954032249803,16,296,117
1441,5010672812639,27,580,601
1442,8589769142524,42,599,538
1443,9193350308078,53,737,263
1444,0321013557139,32,479,909
1445,9858314915814,83,337,376
1446,8772685616549,76,642,624
1447,1992497903775,91,286,358
1448,4304695299708,72,991,417
1449,7696203607356,28,811,370
1450,9907143046630,12,359,302
1451,3996028970982,98,992,534
1452,0479144061589,96,789,905
1453,4388471647303,92,829,586
1454,2127345713537,96,653,605
1455,1115208557177,39,831,122
1456,1736126803650,6,254,479
1457,7981530572270,67,30,921
1458,7651729237616,93,796,305
1459,8436174420337,56,208,789
1460,5564700621453,52,887,543
1461,0163458419340,85,369,212
1462,8143736574598,22,426,613
1463,8135040559958,3,43,40
1464,3976445831523,28,951,964
1465,8925046208000,88,660,305
1466,7574573714549,47,423,87
1467,0357524647809,33,48,275
1468,0505785524937,35,28,752
1469,4476653017300,75,447,912
1470,7558864950588,6,66,669
1471,1391456626548,95,671,852
1472,9018860136471,22,474,480
1473,6932094455548,9,599,584
1474,6985925055639,67,215,444
1475,6042869083316,2,24,140
1476,7930049933645,58,591,237
1477,8611266962371,58,911,53
1478,9832190173339,62,887,888
1479,5177242769615,90,760,757
1480,2461294292966,55,959,666
1481,4128010273323,75,715,915
1482,4379250951964,39,654,365
1483,1542842761866,48,709,76
1484,1612306206438,99,158,66
1485,1145058331924,10,964,259
1486,5676083603763,9,546,313
1487,9459417932755,48,353,497
1488,4450355284130,83,935,122
1489,7938930678781,74,994,927
1490,3788190744092,24,649,909
1491,3750841790321,79,762,664
1492,5223590176152,47,84,397
1493,5094302017212,2,900,476
1494,4354369113427,64,582,844
1495,0921301695163,28,287,590
1496,8171148174983,44,341,889
1497,7445613439671,22,129,745
1498,9964395809277,7,231,613
1499,9577175398382,61,578,705
1500,6145127208220,77,788,787
1501,9539057192457,69,964,804
1502,1469967646192,43,918,8
1503,1232212693971,4,446,320
1504,4811935258154,40,581,911
1505,9460659421716,81,208,711
1506,6881192638929,5,793,937
1507,9999971332788,33,891,678
1508,6783294024115,35,158,282
1509,6769624201784,91,693,888
1510,6415299478272,50,886,805
1511,2020464768801,77,172,398
1512,9162805788727,71,958,847
1513,6255322526729,91,85,77
1514,3089803846319,72,301,325
1515,1587081796361,41,954,534
1516,7454626789772,97,354,290
1517,0955447152464,59,547,744
1518,4954496863280,29,382,849
1519,4573385852718,69,761,509
1520,6264935721452,89,54,114
1521,7207954735559,81,640,706
1522,0803636289104,72,201,606
1523,3033157801869,87,912,327
1524,3416172427113,75,227,825
1525,4405506879123,16,345,305
1526,5203053071620,70,43,724
1527,8382485714422,76,963,442
1528,4550784994126,49,352,716
1529,8271683251122,83,533,23
1530,4437254595635,2,389,968
1531,2959455463398,5,417,282
1532,7750728259008,14,455,139
1533,1205107285056,15,835,640
1534,6812962740085,18,232,502
1535,9336720696508,17,348,764
1536,4286525120928,49,491,770
1537,7752776482681,30,555,733
1538,6003795534464,89,553,268
1539,8443748910934,6,373,290
1540,7620326476056,13,3,166
1541,7126804487335,39,243,76
1542,1847576008998,80,553,499
1543,1502348050147,6,618,334
1544,3300250242654,3,35,107
1545,5248333788768,39,149,313
1546,7197316206356,96,509,942
1547,4448404224244,47,956,189
1548,1961215375538,34,234,646
1549,6123320611795,91,479,910
1550,4661316797129,91,814,744
1551,8605737899563,74,531,908
1552,8005688517743,83,951,977
1553,9185763470275,85,766,40
1554,6730383322898,95,85,248
1555,9745419324002,75,641,117
1556,1577784601468,33,98,967
1557,0003557933142,42,601,668
1558,4268841066579,42,370,807
1559,3953867324444,41,71,789
1560,9912063169369,95,937,842
1561,1839783285965,77,686,515
1562,0906872794712,47,351,440
1563,0432015006553,91,208,471
1564,5661547326371,90,852,701
1565,1913357165485,31,412,298
1566,0110713576430,65,409,634
1567,1610859143767,11,961,513
1568,7544159925171,60,847,988
1569,8585168117705,8,66,609
1570,2182049709811,85,79,687
1571,1750610311254,16,814,548
1572,7716353511270,73,47,611
1573,8376406800165,84,460,588
1574,3176439744932,81,298,617
1575,2262315868388,77,23,409
1576,9433462520389,97,71,857
1577,9439105358340,47,117,908
1578,5126607283044,81,462,133
1579,2892884885709,39,659,21
1580,1129453531196,50,212,525
1581,4757080182206,30,500,453
1582,4925345514707,11,857,100
1583,6857985336099,22,183,277
1584,1760662680680,35,354,987
1585,8261848935516,71,309,434
1586,0524689376923,3,746,632
1587,2060614844771,81,959,6
1588,3022741934410,25,391,406
1589,7612617852021,17,670,882
1590,1611351550718,7,48,67
1591,8662933781276,60,527,759
1592,8201643264480,27,771,436
1593,3000700950046,13,263,868
1594,0829902691273,86,80,712
1595,4317149564093,97,80,812
1596,9976736344897,25,17,138
1597,0862789210441,70,14,400
1598,7545707208401,46,58,895
1599,3073397676223,10,270,281
1600,7308662562724,7,679,633
1601,1437573422752,3,412,373
1602,6850087471415,77,49,302
1603,1925265820974,58,104,945
1604,5030234783795,51,304,55
1605,6420890714919,69,271,33
1606,4301968393057,30,310,901
1607,8133240391071,64,227,722
1608,4135094764869,18,619,793
1609,5998747583359,99,866,194
1610,8743258641251,15,876,498
1611,8012215170142,79,743,46
1612,0881572333983,98,189,801
1613,6432780863768,53,263,61
1614,4575106013644,71,497,873
1615,8325623255180,68,857,913
1616,2882585991892,41,726,825
1617,3388557001402,86,662,562
1618,7793354929471,32,902,465
1619,3701690869645,96,926,464
1620,4909611034410,11,394,602
1621,5101006737473,55,978,666
1622,3279584614478,44,706,661
1623,1309295051117,17,331,36
1624,9748472124657,63,988,376
1625,5676281474981,79,898,423
1626,4741015802185,52,716,604
1627,9888570000313,17,358,533
1628,2619771223013,27,367,665
1629,8646583540490,7,761,316
1630,9025540201145,18,469,364
1631,2261356002539,35,107,376
1632,7671261558789,10,984,491
1633,0171074644541,85,728,25
1634,2328150565186,85,913,719
1635,2857924962697,78,405,409
1636,5996690040257,28,766,101
1637,6243838872102,6,183,549
1638,9367797155537,12,255,314
1639,0076708747790,26,926,410
1640,2500135540771,4,433,221
1641,0866637237369,13,237,634
1642,9890487238727,72,257,684
1643,5265484052739,59,494,165
1644,6302604728408,75,527,317
1645,6734381332002,30,501,202
1646,2171465251059,33,414,889
1647,1069787039831,46,894,645
1648,1223522800166,53,294,62
1649,1589023870511,23,186,613
1650,1404506313258,64,378,702
1651,5000568931490,58,953,969
1652,2385321419730,58,25,258
1653,5713425990683,53,53,452
1654,9361370526486,17,673,643
1655,5210909248846,15,948,633
1656,8765733994157,46,460,111
1657,5288873699605,68,287,858
1658,0488970026372,86,715,74
1659,2430446599123,78,711,939
1660,5195478665969,43,172,581
1661,3070413063241,58,555,954
1662,9957510690638,10,879,367
1663,7331306176902,36,804,134
1664,9354087474966,81,171,419
1665,7867100120785,28,608,409
1666,9978543716737,30,144,804
1667,0158845891519,53,829,350
1668,1646919505794,18,813,921
1669,3114102960302,41,484,623
1670,9462923269376,23,880,331
1671,9872235358949,12,240,200
1672,4837246078939,55,312,65
1673,7765826610279,32,824,755
1674,5834509632722,91,899,603
1675,2829342490571,79,445,739
1676,1635853376379,48,826,430
1677,9492346647680,56,503,709
1678,6679710730985,5,833,950
1679,4658211624285,94,642,644
1680,3688082738140,41,638,296
1681,1188023587438,3,407,797
1682,9006096610308,8,493,113
1683,9317845304790,91,678,844
1684,3633212679282,94,632,239
1685,4885358026102,26,197,379
1686,1949176609664,34,360,352
1687,1287377954382,59,255,907
1688,7045066118835,95,739,320
1689,9423668970378,14,799,107
1690,7137165680815,21,690,511
1691,9182812662261,83,147,200
1692,3796385221167,96,357,502
1693,6708624366802,76,59,775
1694,1105477182705,53,894,371
1695,6261524755119,58,827,577
1696,1027320837979,62,185,983
1697,4342104688330,47,615,738
1698,7629960392296,89,9,919
1699,9292966905234,16,110,373
1700,7733871820134,60,283,57
1701,2798783041881,27,368,763
1702,4632265387075,6,353,258
1703,6193772835667,83,730,464
1704,9824012046396,7,993,636
1705,5735210917156,47,917,398
1706,8050304635660,11,900,13
1707,6080543086864,38,722,517
1708,6098157385860,11,249,661
1709,5879644828555,80,715,737
1710,7181556668241,45,452,653
1711,8945040104184,21,310,334
1712,1494357445697,57,65,684
1713,6923680407799,46,953,170
1714,8780282447756,89,811,660
1715,0543002040631,53,163,80
1716,2222348669437,71,940,842
1717,9118134777895,68,282,194
1718,3176588716484,47,184,726
1719,3024222612640,37,557,802
1720,1190863326238,28,561,767
1721,4280435238070,3,551,396
1722,1118150516896,34,669,636
1723,1095469275174,94,630,387
1724,8267101193389,44,46,21
1725,9749427438485,71,110,334
1726,0952618103904,89,117,878
1727,5996337977540,38,166,118
1728,7636187955531,61,15,42
1729,0375313044745,91,865,822
1730,7284928940546,89,571,5
1731,5983310258512,56,479,153
1732,3271474610966,15,541,421
1733,7225072055625,22,39,658
1734,4707805022485,19,115,999
1735,4917107646405,4,357,961
1736,5818547889126,54,89,523
1737,4237296350793,56,527,368
1738,6778949157638,39,472,733
1739,1707383997000,72,527,976
1740,7254761612962,83,398,37
1741,3579250137875,81,859,866
1742,3110748800101,9,996,504
1743,7371325912143,96,372,495
1744,8032592488388,2,118,42
1745,4318735220652,8,6,682
1746,2731951303381,63,101,938
1747,9906637255824,34,612,149
1748,1021954044253,10,94,277
1749,7688142833323,9,184,514
1750,7638855630801,79,661,926
1751,0246448012223,41,649,519
1752,3098683470125,52,666,533
1753,6776615183479,67,398,899
1754,8930129393092,59,602,68
1755,8933577732550,14,43,116
1756,0774754633509,95,636,512
1757,7840960308135,13,332,935
1758,1562887157103,85,642,538
1759,2715763826979,5,460,766
1760,9214964961104,59,491,477
1761,8696204284500,53,940,699
1762,5616485350049,87,965,711
1763,0141637404097,27,667,554
1764,6227525602739,41,857,134
1765,4669399154457,70,213,195
1766,3224642937914,19,528,171
1767,8775620735411,54,848,550
1768,3328844827711,38,267,397
1769,6454001649425,77,783,794
1770,4380748805096,64,365,891
1771,4712185773889,92,335,696
1772,1334243969947,11,799,756
1773,2155000731503,3,67,565
1774,2560374833492,82,212,945
1775,2138722456428,80,550,418
1776,0150501388074,18,304,88
1777,0759441631082,27,462,120
1778,8926435556023,56,773,526
1779,7528384312975,88,113,829
1780,3287845766118,44,911,793
1781,3044549060993,95,693,838
1782,6205861359418,21,604,914
1783,1821027133606,24,612,900
1784,1412984686016,93,414,121
1785,7535599620641,42,211,725
1786,4340542528713,46,669,757
1787,6222745100140,16,230,168
1788,2235723806464,60,665,455
1789,6371200852053,17,141,588
1790,9331854972269,42,80,566
1791,8884741705453,50,558,222
1792,7364552870058,49,654,958
1793,5910344498188,15,426,217
1794,4977112013487,80,554,807
1795,9990043999502,80,794,119
1796,9445394782919,61,715,743
1797,9429762616914,26,187,568
1798,3724086907318,11,669,22
1799,2389699941701,72,989,583
1800,3693126876832,43,720,344
1801,1183289420185,34,531,264
1802,0805828732276,44,848,334
1803,6826829234259,63,101,907
1804,2554843027079,51,246,376
1805,8276364432999,93,355,726
1806,9374098245188,80,587,444
1807,0526015006733,27,535,752
1808,1037052675961,7,406,469
1809,2534489533950,96,383,440
1810,1993956695774,82,858,94
1811,0248957732609,75,762,236
1812,8649557556237,69,643,219
1813,9618148810569,90,472,876
1814,9119107652102,88,533,582
1815,4799689742665,62,618,932
1816,2335469217316,81,120,382
1817,0256538190618,32,341,736
1818,8333383041776,33,199,139
1819,3704319106541,56,134,736
1820,6276009254599,20,660,705
1821,1834083047121,38,651,572
1822,8272423085991,82,656,355
1823,4562101213605,73,948,39
1824,0532600435611,40,651,186
1825,5637306107925,91,509,495
1826,2781334358286,2,444,205
1827,2659170359500,36,526,970
1828,2021351229795,27,280,727
1829,9517827086571,32,481,322
1830,5891909367555,80,37,283
1831,1560860896346,39,124,650
1832,6701826881814,8,227,439
1833,3202294359742,76,20,545
1834,6155212220969,96,924,297
1835,9205606258362,87,8,634
1836,0061471927913,1,526,299
1837,8703271875958,15,37,1
1838,5087921675970,11,550,659
1839,8459154028194,13,395,9
1840,2402701740274,49,505,551
1841,6313239359318,56,155,895
1842,1167882662975,26,642,925
1843,3940414977871,43,768,207
1844,0596731294844,68,258,814
1845,0285892496401,19,676,181
1846,9758235783670,43,862,332
1847,2631476014765,7,725,658
1848,6727321899901,54,621,247
1849,7698582483798,83,82,170
1850,0310246405317,39,909,723
1851,6989074662076,91,377,691
1852,3561683163996,93,669,992
1853,1215974133046,74,474,928
1854,9577097302832,67,365,205
1855,1893239262092,78,222,837
1856,5599365384573,74,7,116
1857,2551600136357,15,147,742
1858,7404865358901,39,26,285
1859,2043099207941,33,437,432
1860,5103278240477,19,507,989
1861,8196614184761,19,731,156
1862,5835461134125,53,261,984
1863,0636696706966,29,224,642
1864,5905676016896,13,760,119
1865,1894318779043,70,273,50
1866,5934904436564,63,172,718
1867,6042942226234,24,327,46
1868,4886438428496,6,845,178
1869,2960925718818,53,43,801
1870,6509975939963,14,814,693
1871,3431219431151,2,706,874
1872,5154875218178,38,409,310
1873,9183992709586,53,815,876
1874,0927308126167,19,804,382
1875,8738266453453,30,214,454
1876,7729101747357,37,856,879
1877,1892862680310,80,281,620
1878,2839516839358,68,768,869
1879,9219529863046,99,333,641
1880,6562481798233,59,455,901
1881,0063498574279,7,965,9
1882,6990775268924,67,240,699
1883,0472741363469,73,104,10
1884,1965343115844,89,71,573
1885,8477057365383,31,805,95
1886,2648650474710,76,738,180
1887,8008005279805,24,460,410
1888,6299826425744,92,571,62
1889,7797039924799,21,60,17
1890,0981999503089,84,6,268
1891,1511617210519,52,779,98
1892,8746547702886,7,785,41
1893,0867597487610,12,192,114
1894,1656974230746,87,482,746
1895,2305322920110,14,414,130
1896,0824644845632,26,267,668
1897,0714310792226,60,232,84
1898,6272472703411,53,195,198
1899,7569357315906,87,488,484
1900,5323819029792,94,964,786
1901,9720296814068,93,948,560
1902,2531507730087,15,463,523
1903,3478713803909,41,283,925
1904,2650472626185,35,775,718
1905,0708758385386,32,25,342
1906,3201478771349,54,787,534
1907,8057123177982,80,699,23
1908,4124905128273,30,211,678
1909,9004258908577,81,599,834
1910,6586276093044,42,817,932
1911,4416437471744,8,901,266
1912,1362497225564,83,175,854
1913,6053813064718,32,386,895
1914,3782901310781,17,295,139
1915,1372179466413,92,271,117
1916,6902580884077,78,909,92
1917,7280417658220,28,77,825
1918,5242000697469,1,30,304
1919,7944190765352,43,883,380
1920,7461432335451,9,957,796
1921,2746021418032,44,427,462
1922,4413149736772,52,342,284
1923,1346139224948,96,47,28
1924,0002546141469,99,994,922
1925,0745081209880,56,22,687
1926,0478379755621,55,789,545
1927,5038872048894,70,583,172
1928,6115136308587,98,312,998
1929,0414433258981,37,890,820
